SourceFile,ArtworkSourceInvURL,ArtworkSourceInventoryNo,ArtworkDateCreated,ArtworkSource,ArtworkCopyrghtNotice,ArtworkCreator,ArtworkTitle,LicensorName,LicensorStreetAddress,LicensorCity,LicensorPostalCode,LicensorCountry,LicensorTelephone1,LicensorTelephoneType1,LicensorEmail,LicensorURL,CopyrightFlag,Description,IntellectualGenre,Label,OriginalDocumentID,Source,Subject,UsageTerms,Webstatement
0000_GRO0524_I kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0524_I,0000.GRO0524.I,circa 1701 - circa 1800,Musea Brugge - Groeningemuseum,Public domain,"Anonieme meester, Zuidelijke Nederlanden, 18de eeuw",Heilige Drievuldigheid,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Heilige Drievuldigheid (Anonieme meester, Zuidelijke Nederlanden, 18de eeuw, circa 1701 - circa 1800); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Heilige Drievuldigheid,http://groeningemuseum.be/collection/work/id/0000_GRO0524_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Anonieme meester, Zuidelijke Nederlanden, 18de eeuw, Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040013000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0214_I,0000.GRO0214.I,circa 1501 - circa 1520,Musea Brugge - Groeningemuseum,Public domain,"Anonieme meester, Brugge, begin 16de eeuw",Legende van de heilige Joris,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Legende van de heilige Joris (Anonieme meester, Brugge, begin 16de eeuw, circa 1501 - circa 1520); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Legende van de heilige Joris,http://groeningemuseum.be/collection/work/id/0000_GRO0214_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Anonieme meester, Brugge, begin 16de eeuw, Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040014000 kopie.jpg,http://groeningemuseum.be/collection/work/id/2003_GRO0002_I,2003.GRO0002.I,circa 1451 - circa 1500,Musea Brugge - Groeningemuseum,Public domain,"Sanchez, Alvaro",Johannes de Doper met stichter Ivan de la Pena,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Johannes de Doper met stichter Ivan de la Pena (Alvaro Sanchez, circa 1451 - circa 1500); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Johannes de Doper met stichter Ivan de la Pena,http://groeningemuseum.be/collection/work/id/2003_GRO0002_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Alvaro Sanchez (http://viaf.org/viaf/90659343), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040015000 kopie.jpg,http://groeningemuseum.be/collection/work/id/1992_GRO0031_I,1992.GRO0031.I,circa 1481 - circa 1500,Musea Brugge - Groeningemuseum,Public domain,Meester van de Legende van de heilige Lucia,Bewening,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Bewening (Meester van de Legende van de heilige Lucia, circa 1481 - circa 1500); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Bewening,http://groeningemuseum.be/collection/work/id/1992_GRO0031_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Meester van de Legende van de heilige Lucia (http://viaf.org/viaf/95755176), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040016000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0676_I-2008_GRO0002a-2c_I,0000.GRO0676.I-2008.GRO0002a-2c.I,1479 - circa 1505,Musea Brugge - Groeningemuseum,Public domain,Meester van de Legende van de heilige Lucia,Retabel van de heilige Nicolaas,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Retabel van de heilige Nicolaas (Meester van de Legende van de heilige Lucia, 1479 - circa 1505); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Retabel van de heilige Nicolaas,http://groeningemuseum.be/collection/work/id/0000_GRO0676_I-2008_GRO0002a-2c_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Meester van de Legende van de heilige Lucia (http://viaf.org/viaf/95755176), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040017000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO1708_Ib,0000.GRO1708.Ib,circa 1701 - circa 1800,Musea Brugge - Groeningemuseum,Public domain,"Anonieme meester, Brugge?, 18de eeuw",Vier elementen: Vuur en Lucht,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Vier elementen: Vuur en Lucht (Anonieme meester, Brugge?, 18de eeuw, circa 1701 - circa 1800); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Vier elementen: Vuur en Lucht,http://groeningemuseum.be/collection/work/id/0000_GRO1708_Ib,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Anonieme meester, Brugge?, 18de eeuw, Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040019001 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0216_I-0218_I,0000.GRO0216.I-0218.I,circa 1515 - circa 1521,Musea Brugge - Groeningemuseum,Public domain,"Provoost, Jan",De gierigaard en de dood,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"De gierigaard en de dood (Jan Provoost, circa 1515 - circa 1521); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,De gierigaard en de dood,http://groeningemuseum.be/collection/work/id/0000_GRO0216_I-0218_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Jan Provoost (http://viaf.org/viaf/95820852), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040019009 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0216_I-0218_I,0000.GRO0216.I-0218.I,circa 1515 - circa 1521,Musea Brugge - Groeningemuseum,Public domain,"Provoost, Jan",De gierigaard en de dood,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"De gierigaard en de dood (Jan Provoost, circa 1515 - circa 1521); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,De gierigaard en de dood,http://groeningemuseum.be/collection/work/id/0000_GRO0216_I-0218_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Jan Provoost (http://viaf.org/viaf/95820852), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040020000 kopie.jpg,http://groeningemuseum.be/collection/work/id/2006_GRO0001_I,2006.GRO0001.I,1527,Musea Brugge - Groeningemuseum,Public domain,"Benson, Ambrosius",De heilige Familie en Johannes de Doper,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"De heilige Familie en Johannes de Doper (Ambrosius Benson, 1527); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,De heilige Familie en Johannes de Doper,http://groeningemuseum.be/collection/work/id/2006_GRO0001_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Ambrosius Benson (http://viaf.org/viaf/95711349), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040021000 kopie.jpg,http://groeningemuseum.be/collection/work/id/1989_GRO0001_I,1989.GRO0001.I,circa 1520,Musea Brugge - Groeningemuseum,Public domain,"Carlos, Frey",Kruisiging,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Kruisiging (Frey Carlos, circa 1520); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Kruisiging,http://groeningemuseum.be/collection/work/id/1989_GRO0001_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Frey Carlos (http://viaf.org/viaf/95866385), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040022000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO1280_I,0000.GRO1280.I,1518,Musea Brugge - Groeningemuseum,Public domain,"Isenbrant, Adriaen",Portret van Paulus de Nigro,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Portret van Paulus de Nigro (Adriaen Isenbrant, 1518); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Portret van Paulus de Nigro,http://groeningemuseum.be/collection/work/id/0000_GRO1280_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Adriaen Isenbrant (http://viaf.org/viaf/295001058), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040023000 kopie.jpg,http://groeningemuseum.be/collection/work/id/1976_GRO0815_I,1976.GRO0815.I,1542,Musea Brugge - Groeningemuseum,Public domain,"Benson, Ambrosius",Portret van Otho Stochoven,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Portret van Otho Stochoven (Ambrosius Benson, 1542); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Portret van Otho Stochoven,http://groeningemuseum.be/collection/work/id/1976_GRO0815_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Ambrosius Benson (http://viaf.org/viaf/95711349), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040024000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO1376_I,0000.GRO1376.I,circa 1485 - circa 1551,Musea Brugge - Groeningemuseum,Public domain,"Isenbrant, Adriaen",Madonna met Johannes de Doper en de heilige Hiëronymus,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Madonna met Johannes de Doper en de heilige Hiëronymus (Adriaen Isenbrant, circa 1485 - circa 1551); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Madonna met Johannes de Doper en de heilige Hiëronymus,http://groeningemuseum.be/collection/work/id/0000_GRO1376_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Adriaen Isenbrant (http://viaf.org/viaf/295001058), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040025000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0223_I,0000.GRO0223.I,circa 1530 - circa 1550,Musea Brugge - Groeningemuseum,Public domain,"Benson, Ambrosius",Rust tijdens de vlucht naar Egypte,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Rust tijdens de vlucht naar Egypte (Ambrosius Benson, circa 1530 - circa 1550); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Rust tijdens de vlucht naar Egypte,http://groeningemuseum.be/collection/work/id/0000_GRO0223_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Ambrosius Benson (http://viaf.org/viaf/95711349), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040026000 kopie.jpg,http://groeningemuseum.be/collection/work/id/1972_GRO0008_I,1972.GRO0008.I,circa 1526 - circa 1550,Musea Brugge - Groeningemuseum,Public domain,"Benson, Ambrosius",Heilige Maria Magdalena,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Heilige Maria Magdalena (Ambrosius Benson, circa 1526 - circa 1550); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Heilige Maria Magdalena,http://groeningemuseum.be/collection/work/id/1972_GRO0008_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Ambrosius Benson (http://viaf.org/viaf/95711349), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040027000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0375_I,0000.GRO0375.I,circa 1520 - circa 1594,Musea Brugge - Groeningemuseum,Public domain,"Cleve, Cornelis van",Heilige Familie met Elisabeth en Johannes de Doper,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Heilige Familie met Elisabeth en Johannes de Doper (Cornelis van Cleve, circa 1520 - circa 1594); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Heilige Familie met Elisabeth en Johannes de Doper,http://groeningemuseum.be/collection/work/id/0000_GRO0375_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Cornelis van Cleve (http://viaf.org/viaf/95695965), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040028000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO0232_I,0000.GRO0232.I,circa 1500 - circa 1575,Musea Brugge - Groeningemuseum,Public domain,"Hemessen, Jan van",Madonna,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Madonna (Jan van Hemessen, circa 1500 - circa 1575); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Madonna,http://groeningemuseum.be/collection/work/id/0000_GRO0232_I,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Jan van Hemessen (http://viaf.org/viaf/263501799), Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
0040029000 kopie.jpg,http://groeningemuseum.be/collection/work/id/0000_GRO1780_Ib,0000.GRO1780.Ib,circa 1780 - circa 1780,Musea Brugge - Groeningemuseum,Public domain,Anonieme meester,Portret van een man,Lukas – Art in Flanders,Abrahamstraat 13,Gent,9000,Belgium,+32(0)92354730,Work,info@lukasweb.be,http://www.lukasweb.be/,False,"Portret van een man (Anonieme meester, circa 1780 - circa 1780); collection: Musea Brugge - Groeningemuseum",Reproduction of artwork,Portret van een man,http://groeningemuseum.be/collection/work/id/0000_GRO1780_Ib,http://www.lukasweb.be/,"olieverfschildering (http://vocab.getty.edu/aat/300033799), Anonieme meester, Musea Brugge - Groeningemuseum (http://isil.kbr.be/BE-BUE01)",https://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
